"","animal.ID","age.years","age.class","Sex","BCS.Average","elevation","CAA.Estimate","Result","x.east","y.south"
"277",289,1.25,"Subadult","Female",4.25,NA,NA,"negative",366179.97527874,7379750.59989638
"278",290,1.25,"Subadult","Male",3.75,262.902069091797,8,"negative",366462.467207335,7346822.23765751
"279",291,1.5,"Subadult","Female",4,262.902069091797,NA,"negative",366462.467207335,7346822.23765751
"280",292,1.25,"Subadult","Female",4.25,262.902069091797,NA,"negative",366462.467207335,7346822.23765751
"281",293,2.5,"Subadult","Female",4,262.902069091797,1,"negative",366462.467207335,7346822.23765751
"282",294,1,"Calf","Male",3.75,329.428741455078,NA,"negative",310315.383148078,7385772.87680914
"283",295,1.25,"Subadult","Female",4.25,329.428741455078,NA,"negative",310315.383148078,7385772.87680914
"284",296,1.25,"Subadult","Female",4.5,329.428741455078,0,"negative",310315.383148078,7385772.87680914
"285",297,2,"Subadult","Female",4.25,329.428741455078,NA,"negative",310315.383148078,7385772.87680914
"286",299,1,"Subadult","Female",3.75,329.428741455078,1,"negative",310315.383148078,7385772.87680914
"287",300,1,"Calf","Female",4,329.428741455078,NA,"negative",310315.383148078,7385772.87680914
"288",301,1.5,"Subadult","Male",4,329.428741455078,1,"negative",310315.383148078,7385772.87680914
"289",302,1.25,"Subadult","Male",4,329.428741455078,3,"negative",310315.383148078,7385772.87680914
"290",303,1.25,"Subadult","Female",3,329.428741455078,NA,"negative",310315.383148078,7385772.87680914
"291",304,2,"Subadult","Female",4,329.428741455078,6,"negative",310315.383148078,7385772.87680914
"292",305,1,"Subadult","Female",4,436.356872558594,10975,"positive",314838.908326374,7353849.39181429
"293",306,1.5,"Subadult","Female",4.5,436.356872558594,NA,"negative",314838.908326374,7353849.39181429
"294",307,1,"Subadult","Female",4.25,436.356872558594,NA,"negative",314838.908326374,7353849.39181429
"295",308,1.25,"Subadult","Male",4,436.356872558594,14,"negative",314838.908326374,7353849.39181429
"296",309,1.75,"Subadult","Female",5,436.356872558594,1,"negative",314838.908326374,7353849.39181429
"297",310,1,"Subadult","Male",4.25,436.356872558594,NA,"negative",314838.908326374,7353849.39181429
"298",311,1.25,"Subadult","Male",4.25,436.356872558594,NA,"negative",314838.908326374,7353849.39181429
"299",312,1.25,"Subadult","Female",4.5,436.356872558594,957,"positive",314838.908326374,7353849.39181429
"300",314,1.75,"Subadult","Male",4.75,436.356872558594,NA,"negative",314838.908326374,7353849.39181429
"301",315,1.25,"Subadult","Female",4.5,436.356872558594,NA,"negative",314838.908326374,7353849.39181429
"302",316,2,"Subadult","Male",4.5,331.013732910156,NA,"negative",339658.155259042,7360850.37614962
"303",317,1,"Subadult","Female",4,331.013732910156,NA,"negative",339658.155259042,7360850.37614962
"304",318,1.25,"Subadult","Female",4.25,331.013732910156,3,"negative",339658.155259042,7360850.37614962
"305",319,1,"Calf","Female",4.75,331.013732910156,0,"negative",339658.155259042,7360850.37614962
"306",320,1.25,"Subadult","Male",3.75,331.013732910156,NA,"negative",339658.155259042,7360850.37614962
"307",321,1.25,"Subadult","Female",3.5,331.013732910156,2,"negative",339658.155259042,7360850.37614962
"308",322,1.25,"Subadult","Female",4,331.013732910156,140,"positive",339658.155259042,7360850.37614962
"309",323,1.25,"Subadult","Female",4.25,331.013732910156,30,"negative",339658.155259042,7360850.37614962
"310",324,2.5,"Subadult","Female",4.5,331.013732910156,NA,"negative",339658.155259042,7360850.37614962
"311",325,1.5,"Adult","Male",4.5,331.013732910156,2,"negative",339658.155259042,7360850.37614962
"312",326,5,"Adult","Female",4.25,295.744506835938,2,"negative",352028.23301756,7379273.46485672
"313",327,11.91,"Subadult","Female",3.25,295.744506835938,NA,"negative",352028.23301756,7379273.46485672
"314",328,1.5,"Subadult","Female",4.5,295.744506835938,3,"negative",352028.23301756,7379273.46485672
"315",329,1.75,"Subadult","Male",4,295.744506835938,0,"negative",352028.23301756,7379273.46485672
"316",330,1,"Calf","Female",4.25,295.744506835938,0,"negative",352028.23301756,7379273.46485672
"317",331,1.25,"Subadult","Male",4.5,295.744506835938,NA,"negative",352028.23301756,7379273.46485672
"318",332,1.25,"Subadult","Male",4,295.744506835938,NA,"negative",352028.23301756,7379273.46485672
"319",333,20.27,"Adult","Female",4,295.744506835938,NA,"negative",352028.23301756,7379273.46485672
"320",334,1.25,"Subadult","Female",4,295.744506835938,1,"negative",352028.23301756,7379273.46485672
"321",335,1.5,"Subadult","Female",4.5,295.744506835938,NA,"negative",352028.23301756,7379273.46485672
"322",336,1.25,"Subadult","Male",3.5,295.744506835938,3,"negative",352028.23301756,7379273.46485672
"323",337,1.75,"Subadult","Male",3.75,295.744506835938,NA,"negative",352028.23301756,7379273.46485672
"324",338,1.5,"Subadult","Male",3.5,295.744506835938,12,"negative",352028.23301756,7379273.46485672
"325",339,7.52,"Adult","Female",4.25,312.922393798828,NA,"negative",344865.580055679,7394532.91024945
"326",340,6.09,"Adult","Female",4.25,312.922393798828,13,"negative",344865.580055679,7394532.91024945
"327",341,9.19,"Adult","Female",3.5,312.922393798828,1,"negative",344865.580055679,7394532.91024945
"328",342,1.5,"Subadult","Female",4.25,312.922393798828,NA,"negative",344865.580055679,7394532.91024945
"329",343,1.25,"Subadult","Female",4.25,312.922393798828,NA,"negative",344865.580055679,7394532.91024945
"330",344,1.25,"Subadult","Male",4.5,312.922393798828,39,"positive",344865.580055679,7394532.91024945
"331",345,1,"Calf","Female",4,312.922393798828,NA,"negative",344865.580055679,7394532.91024945
"332",346,1.25,"Subadult","Female",4.25,312.922393798828,NA,"negative",344865.580055679,7394532.91024945
"333",347,3.5,"Subadult","Female",4.5,312.922393798828,NA,"negative",344727.297390353,7393806.05215068
"334",348,11.81,"Adult","Female",4.5,312.922393798828,3,"negative",344727.297390353,7393806.05215068
"335",349,10.41,"Adult","Female",4.25,312.922393798828,1,"negative",344727.297390353,7393806.05215068
"336",350,4,"Subadult","Female",4.75,312.922393798828,2,"negative",344727.297390353,7393806.05215068
"337",351,2.5,"Subadult","Female",4.25,312.922393798828,10,"negative",344727.297390353,7393806.05215068
"338",352,2,"Subadult","Female",4.25,312.922393798828,0,"negative",344727.297390353,7393806.05215068
"339",353,9.46,"Adult","Female",4.75,312.922393798828,NA,"negative",344857.976870707,7394479.67124121
"340",354,6.65,"Adult","Female",5,312.922393798828,NA,"negative",344857.976870707,7394479.67124121
"341",355,8.86,"Adult","Female",4.75,312.922393798828,NA,"negative",344857.976870707,7394479.67124121
"342",356,9.79,"Adult","Female",5,312.922393798828,NA,"negative",344857.976870707,7394479.67124121
"343",357,1.25,"Subadult","Female",4.75,312.922393798828,NA,"negative",344857.976870707,7394479.67124121
"344",358,1.25,"Subadult","Male",4.5,312.922393798828,NA,"negative",344857.976870707,7394479.67124121
"345",359,1.25,"Subadult","Female",4,312.922393798828,NA,"negative",344857.976870707,7394479.67124121
"346",362,10.49,"Adult","Female",4.5,349.600311279297,4,"negative",340474.846787499,7401995.54711507
"347",363,1.75,"Subadult","Male",4.25,349.600311279297,NA,"negative",340474.846787499,7401995.54711507
"348",364,1.25,"Subadult","Male",4.5,349.600311279297,NA,"negative",340474.846787499,7401995.54711507
"349",365,1.75,"Subadult","Male",4,349.600311279297,6,"negative",340474.846787499,7401995.54711507
"350",366,3,"Subadult","Male",4.5,342.509368896484,NA,"negative",337665.223017445,7399452.94544867
"351",367,1.5,"Subadult","Female",4.25,342.509368896484,NA,"negative",337665.223017445,7399452.94544867
"352",368,2,"Subadult","Female",3.75,342.509368896484,NA,"negative",337665.223017445,7399452.94544867
"353",369,1.5,"Subadult","Female",3.75,342.509368896484,9,"negative",337665.223017445,7399452.94544867
"354",370,1.75,"Subadult","Female",3.5,342.509368896484,NA,"negative",337665.223017445,7399452.94544867
"355",371,1.5,"Subadult","Female",4.25,312.602294921875,NA,"negative",346429.998918834,7419462.42833062
"356",372,1.25,"Subadult","Female",4.75,312.602294921875,NA,"negative",346429.998918834,7419462.42833062
"357",373,1.75,"Subadult","Male",4.25,312.602294921875,NA,"negative",346429.998918834,7419462.42833062
"358",374,2,"Subadult","Female",4.75,312.602294921875,NA,"negative",346429.998918834,7419462.42833062
"359",375,1.25,"Subadult","Female",4.75,312.602294921875,NA,"negative",346429.998918834,7419462.42833062
"360",376,0.75,"Calf","Female",4.75,317.6015625,NA,"negative",345730.437013486,7419172.75361491
"361",377,1.5,"Subadult","Male",5,317.6015625,NA,"negative",345730.437013486,7419172.75361491
"362",378,0.75,"Calf","Female",4.5,317.6015625,NA,"negative",345730.437013486,7419172.75361491
"363",379,1.5,"Subadult","Male",4.5,317.6015625,NA,"negative",345730.437013486,7419172.75361491
"364",380,2,"Subadult","Male",4.5,317.6015625,NA,"negative",345730.437013486,7419172.75361491
"365",381,4.5,"Adult","Female",3.5,389.061309814453,NA,"negative",322947.218212682,7400539.71509269
"366",382,8.54,"Adult","Female",3.25,389.061309814453,NA,"negative",322947.218212682,7400539.71509269
"367",383,9.6,"Adult","Female",3.5,389.061309814453,NA,"negative",322947.218212682,7400539.71509269
"368",384,1.25,"Subadult","Female",3.5,389.061309814453,16078,"positive",322947.218212682,7400539.71509269
"369",385,1.75,"Subadult","Male",3.25,389.061309814453,4,"negative",322947.218212682,7400539.71509269
"370",386,2,"Subadult","Female",4,389.061309814453,NA,"negative",322947.218212682,7400539.71509269
"371",387,1.25,"Subadult","Female",3.75,389.061309814453,51,"positive",322947.218212682,7400539.71509269
"372",388,2,"Subadult","Male",3.75,389.061309814453,1,"negative",322917.991992372,7400591.4184475
"373",389,2,"Subadult","Female",3.25,389.061309814453,0,"negative",322917.991992372,7400591.4184475
"374",390,1.75,"Subadult","Male",3.5,389.061309814453,NA,"negative",322917.991992372,7400591.4184475
"375",391,1.5,"Subadult","Female",4,371.761566162109,3,"negative",325701.962264069,7401505.2675347
"376",392,1.25,"Subadult","Male",3.75,371.761566162109,NA,"negative",325701.962264069,7401505.2675347
"377",393,9.77,"Adult","Female",4.25,347.418853759766,2,"negative",341394.600480681,7401863.75696511
"378",394,1,"Calf","Male",4.25,347.418853759766,0,"negative",341394.600480681,7401863.75696511
"379",395,1.25,"Subadult","Female",4.25,347.418853759766,NA,"negative",341394.600480681,7401863.75696511
"380",396,1.25,"Subadult","Male",4.5,347.418853759766,NA,"negative",341394.600480681,7401863.75696511
"381",397,2,"Subadult","Male",4.75,416.870788574219,22,"negative",308967.573036954,7415878.07824714
"382",398,1.25,"Subadult","Male",3.5,416.870788574219,2,"negative",308967.573036954,7415878.07824714
"383",399,1.25,"Subadult","Male",3.75,416.870788574219,NA,"negative",308967.573036954,7415878.07824714
"384",400,1.5,"Subadult","Male",3.75,416.870788574219,NA,"negative",308967.573036954,7415878.07824714
"385",401,1.25,"Subadult","Female",3.5,416.870788574219,2,"negative",308974.88800948,7415865.98883499
"386",402,1.5,"Subadult","Female",4.25,416.870788574219,NA,"negative",308974.88800948,7415865.98883499
"387",403,1.75,"Subadult","Female",3.25,416.870788574219,NA,"negative",308974.88800948,7415865.98883499
"388",404,2,"Subadult","Female",3.5,416.870788574219,NA,"negative",308974.88800948,7415865.98883499
"389",405,1.5,"Subadult","Male",3,416.870788574219,NA,"negative",308974.88800948,7415865.98883499
"390",406,1.75,"Subadult","Female",3.5,416.870788574219,3,"negative",308974.88800948,7415865.98883499
"391",407,1.25,"Subadult","Female",3.75,339.857513427734,NA,"negative",342034.080914949,7419689.67032582
"392",408,1.75,"Subadult","Male",3.5,339.857513427734,0,"negative",342034.080914949,7419689.67032582
"393",409,1.5,"Subadult","Male",4,339.857513427734,2,"negative",342034.080914949,7419689.67032582
"394",410,1.75,"Subadult","Male",3.5,339.857513427734,0,"negative",342034.080914949,7419689.67032582
"395",411,1.5,"Subadult","Female",3.5,339.857513427734,NA,"negative",342034.080914949,7419689.67032582
"396",412,1,"Subadult","Male",3.5,335.436828613281,NA,"negative",342700.940994491,7418435.39740315
"397",413,1.5,"Calf","Female",3.5,335.436828613281,2,"negative",342700.940994491,7418435.39740315
"398",414,1.25,"Subadult","Female",3.5,335.436828613281,2,"negative",342700.940994491,7418435.39740315
"399",415,1,"Subadult","Female",4,335.436828613281,NA,"negative",342700.940994491,7418435.39740315
"400",416,1.5,"Calf","Female",3.75,335.436828613281,NA,"negative",342700.940994491,7418435.39740315
"401",417,2,"Subadult","Female",3.25,298.696472167969,NA,"negative",332895.90282388,7439062.12078078
"402",418,1.5,"Subadult","Female",3.5,298.696472167969,6,"negative",332895.90282388,7439062.12078078
"403",419,1.5,"Subadult","Male",3,298.696472167969,3,"negative",332895.90282388,7439062.12078078
"404",420,1.5,"Subadult","Female",4,298.696472167969,NA,"negative",332895.90282388,7439062.12078078
"405",421,1.75,"Subadult","Female",4,298.696472167969,NA,"negative",332895.90282388,7439062.12078078
"406",422,1.25,"Subadult","Male",3.75,288.706451416016,NA,"negative",332568.460898856,7442873.67886367
"407",423,1.75,"Subadult","Male",3.5,288.706451416016,NA,"negative",332568.460898856,7442873.67886367
"408",424,1.5,"Subadult","Male",3,288.706451416016,NA,"negative",332568.460898856,7442873.67886367
"409",425,1.5,"Subadult","Male",3.5,288.706451416016,NA,"negative",332568.460898856,7442873.67886367
"410",426,1.25,"Subadult","Male",3.25,288.706451416016,4,"negative",332568.460898856,7442873.67886367
"411",427,9.15,"Adult","Female",4,416.162750244141,NA,"negative",312974.459416133,7500998.63220869
"412",428,14.55,"Adult","Female",4,416.162750244141,NA,"negative",312974.459416133,7500998.63220869
"413",429,1.25,"Subadult","Male",4,416.162750244141,NA,"negative",312974.459416133,7500998.63220869
"414",430,1.25,"Subadult","Female",4.25,416.162750244141,21,"negative",312974.459416133,7500998.63220869
"415",431,1.25,"Subadult","Female",4.5,416.162750244141,NA,"negative",312974.459416133,7500998.63220869
"416",432,1.5,"Subadult","Male",4,426.157165527344,NA,"negative",313125.208013669,7500443.39793196
"417",433,1.25,"Subadult","Male",3.75,426.157165527344,9,"negative",313125.208013669,7500443.39793196
"418",434,1.25,"Subadult","Male",3.75,426.157165527344,NA,"negative",313125.208013669,7500443.39793196
"419",435,1.5,"Subadult","Male",3.25,426.157165527344,1,"negative",313125.208013669,7500443.39793196
"420",436,2.5,"Subadult","Female",3.75,426.157165527344,NA,"negative",313125.208013669,7500443.39793196
"421",437,3,"Subadult","Female",4.5,426.157165527344,NA,"negative",313096.94806275,7500568.20091646
"422",438,0.5,"Calf","Female",4,426.157165527344,NA,"negative",313096.94806275,7500568.20091646
"423",439,2.5,"Subadult","Female",4.25,426.157165527344,NA,"negative",313096.94806275,7500568.20091646
"424",440,1.5,"Subadult","Male",3.25,426.157165527344,3,"negative",313096.94806275,7500568.20091646
"425",441,1.5,"Subadult","Female",4.5,426.157165527344,1,"negative",313096.94806275,7500568.20091646
"426",442,1.25,"Subadult","Male",3,426.157165527344,NA,"negative",313096.94806275,7500568.20091646
"427",443,1.5,"Subadult","Male",3.5,426.157165527344,10,"negative",313096.94806275,7500568.20091646
"428",444,13.54,"Adult","Female",3.5,426.157165527344,2,"negative",313096.94806275,7500568.20091646
"429",445,13.94,"Adult","Female",3.25,376.81396484375,0,"negative",314512.595816794,7482082.32154736
"430",446,9.88,"Adult","Female",4,376.81396484375,6,"negative",314512.595816794,7482082.32154736
"431",447,16.21,"Adult","Female",4.25,376.81396484375,4,"negative",314512.595816794,7482082.32154736
"432",449,1.5,"Subadult","Male",3.5,376.81396484375,33,"positive",314512.595816794,7482082.32154736
"433",450,1.75,"Subadult","Female",4.5,376.81396484375,NA,"negative",314512.595816794,7482082.32154736
"434",451,1.5,"Subadult","Male",3.75,376.81396484375,5,"negative",314512.595816794,7482082.32154736
"435",452,13.02,"Adult","Female",3.75,376.81396484375,1,"negative",314512.595816794,7482082.32154736
"436",454,1.5,"Subadult","Female",3.75,376.81396484375,12,"negative",314512.595816794,7482082.32154736
"437",455,1.25,"Subadult","Female",3.25,376.81396484375,11,"negative",314512.595816794,7482082.32154736
"438",456,1.5,"Subadult","Female",4,376.81396484375,NA,"negative",314512.595816794,7482082.32154736
"439",457,15.08,"Adult","Female",3.75,376.81396484375,9,"negative",314560.215946152,7482136.0632952
"440",458,9.13,"Adult","Female",4,376.81396484375,7,"negative",314560.215946152,7482136.0632952
"441",459,13.58,"Adult","Female",3.75,376.81396484375,7,"negative",314560.215946152,7482136.0632952
"442",460,1.5,"Subadult","Male",3.75,376.81396484375,22,"negative",314560.215946152,7482136.0632952
"443",461,1.75,"Subadult","Female",3.5,376.81396484375,9,"negative",314560.215946152,7482136.0632952
"444",462,1,"Calf","Male",3.75,376.81396484375,26,"negative",314560.215946152,7482136.0632952
"445",463,7.5,"Adult","Female",4,376.81396484375,6,"negative",314757.293668862,7482315.66839315
"446",465,15.48,"Adult","Female",4.75,376.81396484375,9,"negative",314757.293668862,7482315.66839315
"447",466,1.5,"Subadult","Female",4,376.81396484375,3,"negative",314757.293668862,7482315.66839315
"448",467,1.75,"Subadult","Male",3.75,376.81396484375,3456,"positive",314757.293668862,7482315.66839315
"449",468,1.25,"Subadult","Male",3.5,376.81396484375,4,"negative",314757.293668862,7482315.66839315
"450",469,9.57,"Adult","Female",3.5,381.26220703125,12,"negative",320001.413405169,7478280.95759084
"451",470,10.36,"Adult","Female",4.25,381.26220703125,NA,"negative",320001.413405169,7478280.95759084
"452",471,12.54,"Adult","Female",4.75,381.26220703125,66,"positive",320001.413405169,7478280.95759084
"453",472,1,"Calf","Female",4.25,371.727081298828,4,"negative",318960.341701841,7476890.84859737
"454",473,1,"Calf","Female",3,371.727081298828,15,"negative",318960.341701841,7476890.84859737
"455",474,1,"Calf","Male",3.25,371.727081298828,116,"positive",318960.341701841,7476890.84859737
"456",475,1.5,"Subadult","Male",3.75,371.727081298828,12,"negative",318960.341701841,7476890.84859737
"457",476,1.25,"Subadult","Male",3.5,371.727081298828,5,"negative",318960.341701841,7476890.84859737
"458",477,1.5,"Subadult","Female",3.75,368.582946777344,99,"positive",318386.349573316,7475264.8186874
"459",478,1.25,"Subadult","Female",4,368.582946777344,2,"negative",318386.349573316,7475264.8186874
"460",479,1.5,"Subadult","Female",3.75,368.582946777344,863,"positive",318386.349573316,7475264.8186874
"461",480,1.25,"Subadult","Male",3.5,368.582946777344,23,"negative",318386.349573316,7475264.8186874
"462",481,1.5,"Subadult","Female",3.75,368.582946777344,2,"negative",318386.349573316,7475264.8186874
"463",482,1.75,"Subadult","Female",4.5,368.582946777344,2,"negative",318474.98752176,7475235.97799442
"464",483,1.5,"Subadult","Male",4,368.582946777344,9,"negative",318474.98752176,7475235.97799442
"465",484,1.75,"Subadult","Male",3.25,368.582946777344,4,"negative",318474.98752176,7475235.97799442
"466",485,1,"Calf","Male",3.25,334.937164306641,6,"negative",322691.366366786,7462730.31847505
"467",486,1.5,"Subadult","Female",4,334.937164306641,NA,"negative",322691.366366786,7462730.31847505
"468",487,1.75,"Subadult","Female",4.25,334.937164306641,0,"negative",322691.366366786,7462730.31847505
"469",488,2.5,"Subadult","Female",4,334.937164306641,9,"negative",322691.366366786,7462730.31847505
"470",489,1.5,"Subadult","Male",3.5,334.937164306641,2,"negative",322691.366366786,7462730.31847505
"471",490,1.25,"Subadult","Female",3.5,326.806457519531,6,"negative",322426.981250997,7460532.14573582
"472",491,1.25,"Subadult","Female",4,326.806457519531,6,"negative",322426.981250997,7460532.14573582
"473",492,1.5,"Subadult","Female",3.75,326.806457519531,6,"negative",322426.981250997,7460532.14573582
"474",493,1.5,"Subadult","Female",3.75,326.806457519531,2,"negative",322426.981250997,7460532.14573582
"475",494,1.5,"Subadult","Male",4,326.806457519531,2,"negative",322426.981250997,7460532.14573582
"476",495,1.5,"Subadult","Female",3.75,234.932479858398,15,"negative",321943.481953906,7515984.97499916
"477",496,1.5,"Subadult","Female",4,234.932479858398,7,"negative",321943.481953906,7515984.97499916
"478",497,1.5,"Subadult","Male",4.25,234.932479858398,29,"negative",321943.481953906,7515984.97499916
"479",498,2,"Subadult","Female",3.75,304.605010986328,17,"negative",344138.334226953,7446313.30279505
"480",499,2,"Subadult","Female",4,304.605010986328,240,"positive",344138.334226953,7446313.30279505
"481",500,3.5,"Subadult","Female",3.75,304.605010986328,NA,"negative",344138.334226953,7446313.30279505
"482",501,1.5,"Subadult","Female",4,304.605010986328,5,"negative",344138.334226953,7446313.30279505
"483",502,2,"Subadult","Male",4.5,304.605010986328,8,"negative",344138.334226953,7446313.30279505
"484",503,2.5,"Subadult","Female",4.25,294.707794189453,28,"negative",344273.707378747,7445178.42975055
"485",504,1.5,"Subadult","Female",4,294.707794189453,5,"negative",344273.707378747,7445178.42975055
"486",506,1.5,"Subadult","Female",4,294.707794189453,31,"positive",344509.094958557,7445240.76698441
"487",507,1.25,"Subadult","Female",4.25,294.707794189453,NA,"negative",344509.094958557,7445240.76698441
"488",508,1.25,"Subadult","Female",3.75,294.707794189453,6,"negative",344509.094958557,7445240.76698441
"489",509,1.5,"Subadult","Male",4,286.389495849609,1734,"positive",344021.354042223,7443973.2477196
"490",510,1.5,"Subadult","Male",3.75,286.389495849609,7,"negative",344021.354042223,7443973.2477196
"491",511,1.25,"Subadult","Male",4,286.389495849609,6,"negative",344021.354042223,7443973.2477196
"492",512,1.5,"Subadult","Male",3.25,311.951110839844,195,"positive",322343.847422349,7451256.9122063
"493",513,2.5,"Subadult","Male",3.5,311.951110839844,1,"negative",322343.847422349,7451256.9122063
"494",514,1.5,"Subadult","Female",3.75,311.951110839844,9,"negative",322343.847422349,7451256.9122063
"495",515,1.25,"Subadult","Female",3.25,311.951110839844,6,"negative",322343.847422349,7451256.9122063
"496",516,1.5,"Subadult","Female",3.25,311.951110839844,9,"negative",322343.847422349,7451256.9122063
"497",517,2,"Subadult","Male",3.25,311.951110839844,9,"negative",322343.847422349,7451256.9122063
"498",518,2.5,"Subadult","Female",4,311.951110839844,4,"negative",322343.847422349,7451256.9122063
"499",519,1.25,"Subadult","Female",3.25,311.951110839844,5,"negative",322343.847422349,7451256.9122063
"500",520,1.5,"Subadult","Female",3.25,311.951110839844,8,"negative",322343.847422349,7451256.9122063
"501",521,1.5,"Subadult","Female",3,320.985778808594,7,"negative",320075.104264311,7449411.30700998
"502",522,2.5,"Subadult","Female",4.25,320.985778808594,37,"positive",320075.104264311,7449411.30700998
"503",523,1.75,"Subadult","Male",4.25,320.985778808594,6,"negative",320075.104264311,7449411.30700998
"504",524,1.5,"Subadult","Female",3.75,320.985778808594,16,"negative",320075.104264311,7449411.30700998
"505",525,1.25,"Subadult","Male",3.75,320.985778808594,29,"negative",320075.104264311,7449411.30700998
"506",527,1.5,"Subadult","Female",3.75,342.097473144531,114,"positive",311823.880833137,7450361.05240735
"507",528,1.5,"Subadult","Female",3.5,342.097473144531,11,"negative",311823.880833137,7450361.05240735
"508",529,1.5,"Subadult","Female",3.75,342.097473144531,22,"negative",311823.880833137,7450361.05240735
"509",530,1.25,"Subadult","Female",3.75,382.23828125,5,"negative",313931.677555391,7507298.61437439
"510",531,3,"Subadult","Female",3.75,382.23828125,6,"negative",313931.677555391,7507298.61437439
"511",532,1.75,"Subadult","Male",3.25,382.23828125,5,"negative",313931.677555391,7507298.61437439
"512",533,1.5,"Subadult","Female",3.5,382.23828125,8,"negative",313931.677555391,7507298.61437439
"513",534,1.5,"Subadult","Female",3.5,382.23828125,15,"negative",313931.677555391,7507298.61437439
"514",535,3,"Subadult","Female",3.75,382.23828125,8,"negative",313931.677555391,7507298.61437439
"515",536,1.5,"Subadult","Female",4.25,382.23828125,NA,"negative",313931.677555391,7507298.61437439
"516",537,1.5,"Subadult","Female",4,382.23828125,9,"negative",313931.677555391,7507298.61437439
"517",538,1.75,"Subadult","Female",3.5,382.23828125,7,"negative",313931.677555391,7507298.61437439
"518",539,1.25,"Subadult","Male",3.75,382.23828125,11,"negative",313931.677555391,7507298.61437439
"519",540,1.5,"Subadult","Female",3.25,382.23828125,2,"negative",313931.677555391,7507298.61437439
"520",541,1.5,"Subadult","Male",4.25,382.23828125,7,"negative",313931.677555391,7507298.61437439
"521",542,1.5,"Subadult","Male",3,382.23828125,11,"negative",313931.677555391,7507298.61437439
"522",543,1.25,"Subadult","Female",3.75,399.749572753906,22,"negative",311173.407030558,7495434.54646332
"523",544,2.5,"Subadult","Female",4.25,399.749572753906,NA,"negative",311173.407030558,7495434.54646332
"524",545,3,"Subadult","Male",4,399.749572753906,53,"positive",311173.407030558,7495434.54646332
"525",547,1.5,"Subadult","Female",4,399.749572753906,NA,"negative",311173.407030558,7495434.54646332
"526",548,1.5,"Subadult","Male",4,399.749572753906,NA,"negative",311173.407030558,7495434.54646332
"527",549,1.5,"Subadult","Male",4,399.749572753906,129,"positive",311173.407030558,7495434.54646332
"528",550,1.5,"Subadult","Male",3.5,409.862060546875,NA,"negative",310588.06176751,7493639.76409226
"529",551,1.75,"Subadult","Male",3.75,409.862060546875,NA,"negative",310588.06176751,7493639.76409226
"530",552,1.25,"Subadult","Female",4,409.862060546875,1,"negative",310588.06176751,7493639.76409226
"531",553,1.5,"Subadult","Female",3.75,409.862060546875,10593,"positive",310588.06176751,7493639.76409226
"532",554,1.5,"Subadult","Male",3.5,409.862060546875,NA,"negative",310588.06176751,7493639.76409226
"533",555,1.25,"Subadult","Female",4.25,409.862060546875,3,"negative",310588.06176751,7493639.76409226
"534",556,1.5,"Subadult","Female",4,342.157775878906,NA,"negative",311607.572820775,7450526.68734612
"535",557,1.5,"Subadult","Male",4.25,342.157775878906,NA,"negative",311607.572820775,7450526.68734612
"536",558,1.75,"Subadult","Female",3.5,342.157775878906,NA,"negative",311607.572820775,7450526.68734612
"537",559,4.5,"Subadult","Female",3.75,354.443634033203,NA,"negative",307126.117702435,7499821.95159742
"538",560,11.61,"Adult","Female",4.25,354.443634033203,NA,"negative",307126.117702435,7499821.95159742
"539",562,1.5,"Subadult","Male",3.5,224.277954101562,2,"negative",315612.711077078,7524190.00393119
"540",563,5.5,"Subadult","Female",3.5,224.277954101562,NA,"negative",315612.711077078,7524190.00393119
"541",564,2,"Subadult","Male",3.5,224.277954101562,520,"positive",315612.711077078,7524190.00393119
"542",565,1.5,"Subadult","Female",4,224.277954101562,NA,"negative",315612.711077078,7524190.00393119
"543",566,1.5,"Subadult","Male",3,224.277954101562,NA,"negative",315612.711077078,7524190.00393119
"544",567,5.5,"Subadult","Female",3.25,224.277954101562,0,"negative",315612.711077078,7524190.00393119
"545",568,1.25,"Subadult","Female",3.5,224.277954101562,NA,"negative",315612.711077078,7524190.00393119
"546",569,1.5,"Subadult","Male",3.75,224.277954101562,NA,"negative",315612.711077078,7524190.00393119
"547",570,2,"Subadult","Female",3.5,224.277954101562,14,"negative",315612.711077078,7524190.00393119
"548",571,1.25,"Subadult","Female",3.75,214.90510559082,NA,"negative",318330.914402691,7524701.64463183
"549",572,1.25,"Subadult","Female",4,214.90510559082,2,"negative",318330.914402691,7524701.64463183
"550",573,1.75,"Subadult","Male",3.25,214.90510559082,1,"negative",318330.914402691,7524701.64463183
"551",574,1.5,"Subadult","Male",3.25,214.90510559082,5,"negative",318330.914402691,7524701.64463183
"552",575,1.5,"Subadult","Male",3.5,214.90510559082,NA,"negative",318330.914402691,7524701.64463183
"553",576,1.75,"Subadult","Male",3.5,214.90510559082,3,"negative",318330.914402691,7524701.64463183
"554",578,1.25,"Subadult","Female",3,232.970336914062,NA,"negative",306134.199892485,7526956.00883769
"555",579,2,"Subadult","Male",3.5,232.970336914062,NA,"negative",306134.199892485,7526956.00883769
"556",580,1.25,"Subadult","Female",3.25,232.970336914062,NA,"negative",306134.199892485,7526956.00883769
"557",581,1.25,"Subadult","Female",3.5,232.970336914062,10,"negative",306134.199892485,7526956.00883769
"558",582,1.25,"Subadult","Male",3.5,232.970336914062,NA,"negative",306134.199892485,7526956.00883769
