x,y,value,Group,Fill
351323.677350699,7172779.96712217,0.00296179694591103,1,0.003
351756.429888552,7172779.96712217,0.00294744479264804,1,0.003
352189.182426406,7172779.96712217,0.00293309263938505,1,0.003
352621.934964259,7172779.96712217,0.00291874048612206,1,0.003
353054.687502112,7172779.96712217,0.00290438833285907,1,0.003
353487.440039965,7172779.96712217,0.00289003617959608,1,0.003
353920.192577819,7172779.96712217,0.0028699865316424,1,0
354352.945115672,7172779.96712217,0.00284274507374388,1,0
354785.697653525,7172779.96712217,0.00281550361584535,1,0
355218.450191378,7172779.96712217,0.00278826215794682,1,0
355651.202729232,7172779.96712217,0.00274145900536816,1,0
356083.955267085,7172779.96712217,0.00268687570723896,1,0
356516.707804938,7172779.96712217,0.00263229240910974,1,0
356949.460342791,7172779.96712217,0.00257770911098052,1,0
357382.212880645,7172779.96712217,0.00252312581285131,1,0
357814.965418498,7172779.96712217,0.00246854251472209,1,0
358247.717956351,7172779.96712217,0.00241395921659288,1,0
358680.470494204,7172779.96712217,0.00235937591846367,1,0
359113.223032058,7172779.96712217,0.00230479262033445,1,0
359545.975569911,7172779.96712217,0.00225020932220523,1,0
359978.728107764,7172779.96712217,0.00219562602407602,1,0
360411.480645617,7172779.96712217,0.00214104272594681,1,0
360844.233183471,7172779.96712217,0.00208645942781759,1,0
361276.985721324,7172779.96712217,0.00203187612968838,1,0
361709.738259177,7172779.96712217,0.00197742533502017,1,0
362142.49079703,7172779.96712217,0.00192376584889567,1,0
362575.243334884,7172779.96712217,0.00187010636277118,1,0
363007.995872737,7172779.96712217,0.00181644687664668,1,0
363440.74841059,7172779.96712217,0.00173823601677546,1,0
363873.500948443,7172779.96712217,0.00162627015539751,1,0
364306.253486297,7172779.96712217,0.00151430429401957,1,0
364739.00602415,7172779.96712217,0.00140233843264165,1,0
365171.758562003,7172779.96712217,0.0012903725712637,1,0
365604.511099856,7172779.96712217,0.00117840670988576,1,0
366037.26363771,7172779.96712217,0.00106644084850782,1,0
366470.016175563,7172779.96712217,0.00095792704520465,1,0
366902.768713416,7172779.96712217,0.000873394403851913,1,0
367335.521251269,7172779.96712217,0.000788861762499163,1,0
367768.273789123,7172779.96712217,0.000704329121146413,1,0
368201.026326976,7172779.96712217,0.000619796479793664,1,0
368633.778864829,7172779.96712217,0.000535263838440914,1,0
369066.531402682,7172779.96712217,0.000450731197088176,1,0
369499.283940536,7172779.96712217,0.000366198555735415,1,0
369932.036478389,7172779.96712217,0.000281665914382677,1,0
370364.789016242,7172779.96712217,0.000197133273029928,1,0
370797.541554095,7172779.96712217,0.000112600631677178,1,0
371230.294091949,7172779.96712217,2.806799032444e-05,1,0
371663.046629802,7172779.96712217,-5.64646510283209e-05,1,0
372095.799167655,7172779.96712217,-0.000140997292381059,1,0
372528.551705508,7172779.96712217,-0.000225529933733809,1,0
372961.304243362,7172779.96712217,-0.000341100591775005,1,0
373394.056781215,7172779.96712217,-0.000482367896602557,1,-0.003
373826.809319068,7172779.96712217,-0.000623635201430146,1,-0.003
374259.561856921,7172779.96712217,-0.000764902506257698,1,-0.003
374692.314394775,7172779.96712217,-0.000906169811085268,1,-0.003
375125.066932628,7172779.96712217,-0.00104743711591284,1,-0.003
375557.819470481,7172779.96712217,-0.00118870442074039,1,-0.003
375990.572008334,7172779.96712217,-0.00132997172556798,1,-0.003
376423.324546188,7172779.96712217,-0.00147123903039553,1,-0.003
376856.077084041,7172779.96712217,-0.0016125063352231,1,-0.003
377288.829621894,7172779.96712217,-0.00175377364005067,1,-0.003
377721.582159747,7172779.96712217,-0.00189504094487824,1,-0.003
378154.334697601,7172779.96712217,-0.00203630824970581,1,-0.003
378587.087235454,7172779.96712217,-0.00217757555453336,1,-0.003
379019.839773307,7172779.96712217,-0.00231884285936093,1,-0.003
330551.555533743,7173998.12694187,0.00238634318792621,1,0
330984.308071597,7173998.12694187,0.00240318697953221,1,0
331417.06060945,7173998.12694187,0.0024200307711382,1,0
331849.813147303,7173998.12694187,0.00243687456274419,1,0
332282.565685156,7173998.12694187,0.00245371835435019,1,0
332715.31822301,7173998.12694187,0.00247056214595618,1,0
333148.070760863,7173998.12694187,0.00248740593756218,1,0
333580.823298716,7173998.12694187,0.00250424972916817,1,0
334013.575836569,7173998.12694187,0.00252109352077417,1,0
334446.328374423,7173998.12694187,0.00253793731238016,1,0
334879.080912276,7173998.12694187,0.00255478110398615,1,0
335311.833450129,7173998.12694187,0.00257162489559215,1,0
335744.585987982,7173998.12694187,0.00258454247968893,1,0
336177.338525836,7173998.12694187,0.00259772191573294,1,0
336610.091063689,7173998.12694187,0.00261258640188773,1,0
337042.843601542,7173998.12694187,0.00262745088804252,1,0
337475.596139395,7173998.12694187,0.00264399820485702,1,0
337908.348677249,7173998.12694187,0.00267076898983103,1,0
338341.101215102,7173998.12694187,0.00269531649780066,1,0
